risk_reward,final_pnl,win_rate,total_trades
1.5,180.18583392000073,50.369276218611525,677
2.0,200.24495169001602,44.313146233382575,677
2.5,162.73623938000674,38.847858197932055,677
3.0,223.64157234000777,34.51851851851852,675
