timestamp,open,high,low,close,volume,time
1767040200000,123.08,123.14,122.88,122.98,7977.74,2025-12-29 20:30:00
1767041100000,122.99,123.38,122.86,123.35,89309.63,2025-12-29 20:45:00
1767042000000,123.3,123.5,123.16,123.47,11825.27,2025-12-29 21:00:00
1767042900000,123.47,123.47,123.18,123.31,2552.77,2025-12-29 21:15:00
1767043800000,123.31,123.58,123.22,123.55,18111.62,2025-12-29 21:30:00
1767044700000,123.55,123.55,123.44,123.44,6483.26,2025-12-29 21:45:00
1767045600000,123.44,123.44,123.16,123.22,13439.9,2025-12-29 22:00:00
1767046500000,123.22,123.46,123.22,123.28,4573.64,2025-12-29 22:15:00
1767047400000,123.27,123.58,123.24,123.54,5561.17,2025-12-29 22:30:00
1767048300000,123.53,123.56,123.4,123.4,5409.32,2025-12-29 22:45:00
1767049200000,123.4,123.56,123.21,123.55,5595.24,2025-12-29 23:00:00
1767050100000,123.55,123.59,123.21,123.23,3588.37,2025-12-29 23:15:00
1767051000000,123.22,123.4,123.21,123.29,5294.73,2025-12-29 23:30:00
1767051900000,123.28,123.33,123.2,123.26,8048.77,2025-12-29 23:45:00
1767052800000,123.25,123.32,123.12,123.17,20991.34,2025-12-30 00:00:00
1767053700000,123.17,123.34,123.14,123.16,15796.05,2025-12-30 00:15:00
1767054600000,123.15,123.19,122.87,123.03,36778.9,2025-12-30 00:30:00
1767055500000,123.03,123.12,123.03,123.09,2821.57,2025-12-30 00:45:00
1767056400000,123.1,123.12,122.85,122.98,7819.46,2025-12-30 01:00:00
1767057300000,122.97,123.2,122.85,123.01,4422.6,2025-12-30 01:15:00
1767058200000,123.01,123.22,122.76,123.18,17806.95,2025-12-30 01:30:00
1767059100000,123.18,123.44,123.11,123.18,8766.06,2025-12-30 01:45:00
1767060000000,123.2,123.21,122.71,122.93,13438.6,2025-12-30 02:00:00
1767060900000,122.92,123.23,122.64,122.79,12279.01,2025-12-30 02:15:00
1767061800000,122.79,123.02,122.58,123.01,43066.33,2025-12-30 02:30:00
1767062700000,122.99,123.02,122.76,122.97,3562.86,2025-12-30 02:45:00
1767063600000,122.97,123.03,122.87,122.89,6543.82,2025-12-30 03:00:00
1767064500000,122.87,123.59,122.77,123.45,58632.95,2025-12-30 03:15:00
1767065400000,123.46,123.7,123.4,123.47,72249.88,2025-12-30 03:30:00
1767066300000,123.46,123.94,123.46,123.78,29518.12,2025-12-30 03:45:00
1767067200000,123.78,123.97,123.58,123.75,20707.37,2025-12-30 04:00:00
1767068100000,123.73,124.06,123.72,124.03,14578.02,2025-12-30 04:15:00
1767069000000,124.05,124.16,123.95,124.13,10526.71,2025-12-30 04:30:00
1767069900000,124.16,124.2,123.94,123.94,4780.13,2025-12-30 04:45:00
1767070800000,123.93,123.99,123.74,123.81,15727.35,2025-12-30 05:00:00
1767071700000,123.8,123.89,123.42,123.55,12022.07,2025-12-30 05:15:00
1767072600000,123.52,123.53,123.19,123.35,18316.89,2025-12-30 05:30:00
1767073500000,123.34,123.5,123.34,123.41,3397.47,2025-12-30 05:45:00
1767074400000,123.41,123.88,123.38,123.88,10098.37,2025-12-30 06:00:00
1767075300000,123.87,124.03,123.65,123.7,15213.3,2025-12-30 06:15:00
1767076200000,123.69,123.99,123.66,123.97,7019.52,2025-12-30 06:30:00
1767077100000,123.95,124.02,123.82,123.89,4625.24,2025-12-30 06:45:00
1767078000000,123.9,124.18,123.89,124.12,6336.24,2025-12-30 07:00:00
1767078900000,124.12,124.19,123.82,123.91,14757.46,2025-12-30 07:15:00
1767079800000,123.9,124.33,123.84,124.15,7434.81,2025-12-30 07:30:00
1767080700000,124.15,124.16,124.0,124.0,2015.64,2025-12-30 07:45:00
1767081600000,124.01,125.08,123.97,124.84,111233.07,2025-12-30 08:00:00
1767082500000,124.81,125.14,124.37,124.64,65156.36,2025-12-30 08:15:00
1767083400000,124.63,124.94,124.53,124.85,18555.74,2025-12-30 08:30:00
1767084300000,124.85,124.9,124.72,124.77,6541.03,2025-12-30 08:45:00
1767085200000,124.78,124.98,124.57,124.74,13654.0,2025-12-30 09:00:00
1767086100000,124.73,124.76,124.41,124.44,11721.82,2025-12-30 09:15:00
1767087000000,124.44,124.66,124.4,124.65,34173.39,2025-12-30 09:30:00
1767087900000,124.65,125.06,124.56,124.83,39557.28,2025-12-30 09:45:00
1767088800000,124.82,124.95,124.64,124.71,4411.94,2025-12-30 10:00:00
1767089700000,124.71,124.82,124.57,124.64,17558.24,2025-12-30 10:15:00
1767090600000,124.62,124.8,124.49,124.8,21759.93,2025-12-30 10:30:00
1767091500000,124.79,124.81,124.52,124.58,12479.67,2025-12-30 10:45:00
1767092400000,124.58,124.63,124.47,124.55,42661.04,2025-12-30 11:00:00
1767093300000,124.55,124.57,124.24,124.29,44511.04,2025-12-30 11:15:00
1767094200000,124.28,124.5,124.16,124.24,3775.85,2025-12-30 11:30:00
1767095100000,124.25,124.37,124.02,124.26,6845.4,2025-12-30 11:45:00
1767096000000,124.26,124.5,124.17,124.44,9994.67,2025-12-30 12:00:00
1767096900000,124.43,124.63,124.39,124.49,30988.95,2025-12-30 12:15:00
